Name,Address,City,Rating,Review Count,Coordinates,Price,Id,Categories,Latitude,Longitude
New York Printing Solutions,"['252 W 38th St', 'Fl 6', 'New York, NY 10018']",New York,5.0,16,"{'latitude': 40.7541168, 'longitude': -73.9906885}",,im2QSeKsmUGXbaGOXPjmhw,"[{'alias': 'copyshops', 'title': 'Printing Services'}, {'alias': 'graphicdesign', 'title': 'Graphic Design'}, {'alias': 'signmaking', 'title': 'Signmaking'}]",40.7541168,-73.9906885
The Edit Center,"['168 7th St', 'Ste 314', 'Brooklyn, NY 11215']",Brooklyn,5.0,6,"{'latitude': 40.6728208, 'longitude': -73.9909742}",,xquyOYn9lYFTsfkMfevwMA,"[{'alias': 'specialtyschools', 'title': 'Specialty Schools'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.6728208,-73.9909742
MediaStorm,"['20 Jay St', 'Ste 528', 'Brooklyn, NY 11201']",Brooklyn,4.0,1,"{'latitude': 40.7040999, 'longitude': -73.9867}",,F32Bzj0ivroS181-_WVIlw,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.7040999,-73.9867
Central Casting New York,"['5 Penn Plaza', 'Fl 10', 'New York, NY 10001']",New York,3.5,23,"{'latitude': 40.751883, 'longitude': -73.994086}",,J0WfbffahJszN1_Xvl3K2g,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.751883,-73.994086
New York Video Service,"['New York, NY 10034']",New York,5.0,4,"{'latitude': 40.8708152770996, 'longitude': -73.9230728149414}",,AEJwos4RDcK-jIRK0jRVNg,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.8708152770996,-73.9230728149414
Eastern Effects,"['99 9th St', 'Brooklyn, NY 11215']",Brooklyn,4.5,3,"{'latitude': 40.6734029529525, 'longitude': -73.9946415645175}",,GX0wthFRNbsBxzBFQEf-Xg,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'lighting', 'title': 'Lighting Fixtures & Equipment'}]",40.6734029529525,-73.9946415645175
DCTV,"['87 Lafayette St', 'New York, NY 10013']",New York,3.0,5,"{'latitude': 40.717311, 'longitude': -74.001144}",,AyFUPADsWNNOIBzdUNwyAA,"[{'alias': 'adultedu', 'title': 'Adult Education'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",40.717311,-74.001144
Necessary Studios,"['25-19 Borden Ave', 'Ste 204', 'Long Island City, NY 11101']",Long Island City,5.0,3,"{'latitude': 40.73974, 'longitude': -73.9444199}",,46wqjKAJRcBhjIUPkGbDwQ,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'musicproduction', 'title': 'Music Production Services'}, {'alias': 'sessionphotography', 'title': 'Session Photography'}]",40.73974,-73.9444199
Steve Palmer Films,"['New York, NY 11215']",New York,5.0,1,"{'latitude': 40.66874, 'longitude': -73.98181}",,pX9pfTNz_0i3Se57HKsO2w,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'videographers', 'title': 'Videographers'}]",40.66874,-73.98181
Andrew Towe Creative,"['New York, NY 10001']",New York,5.0,2,"{'latitude': 40.75095, 'longitude': -73.99811}",,TDSMBkI_eqaw9LbQK9EvPw,"[{'alias': 'videographers', 'title': 'Videographers'}, {'alias': 'eventphotography', 'title': 'Event Photography'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.75095,-73.99811
Music Works NYC,"['215 W 91st St', 'New York, NY 10024']",New York,5.0,1,"{'latitude': 40.79127, 'longitude': -73.9734}",,o6TfHzQ0LslFYwbTo_iihw,"[{'alias': 'recording_studios', 'title': 'Recording & Rehearsal Studios'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'musicproduction', 'title': 'Music Production Services'}]",40.79127,-73.9734
Simba Productions,"['115 W 29th St', 'Ste 605', 'New York, NY 10001']",New York,5.0,1,"{'latitude': 40.74708, 'longitude': -73.99081}",,iKCOgCMcKwjS27GrU383Xw,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'videographers', 'title': 'Videographers'}]",40.74708,-73.99081
Afterimaging,"['Brooklyn, NY 11216']",Brooklyn,4.0,1,"{'latitude': 40.67918, 'longitude': -73.94932}",,HUZg9hmvn1T91GMHb-WoiA,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.67918,-73.94932
Le JIT Productions,"['544 Park Ave', 'Brooklyn, NY 11205']",Brooklyn,5.0,1,"{'latitude': 40.696704, 'longitude': -73.95333}",,lnCITr1_Cu4XIudZDHkzJw,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'marketing', 'title': 'Marketing'}, {'alias': 'sessionphotography', 'title': 'Session Photography'}]",40.696704,-73.95333
Drama Life Films,"['New York, NY 10016']",New York,5.0,3,"{'latitude': 40.7454071044922, 'longitude': -73.9792938232422}",,_n5C96uhLqVbo65BO450jg,"[{'alias': 'videographers', 'title': 'Videographers'}]",40.7454071044922,-73.9792938232422
Broadway Stages,"['359 Kingsland Ave', 'Greenpoint, NY 11222']",Greenpoint,4.0,1,"{'latitude': 40.7289565103425, 'longitude': -73.9424950629473}",,dzsJhPM7946ymnTr7v_XOQ,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'theater', 'title': 'Performing Arts'}]",40.7289565103425,-73.9424950629473
Chromavision,"['49 W 27th St', 'Ste 900', 'New York, NY 10001']",New York,3.5,3,"{'latitude': 40.745328, 'longitude': -73.9902255}",,Bz-TZRGiMi-S5-S2GzvLgA,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.745328,-73.9902255
Good Brother,"['68 Jay St', 'Ste 515', 'Brooklyn, NY 11201']",Brooklyn,5.0,1,"{'latitude': 40.7027612, 'longitude': -73.9867783}",,sKGW1sLUMFWi2Qw6IlSsAA,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'advertising', 'title': 'Advertising'}]",40.7027612,-73.9867783
Women Make Movies,"['115 W 29th St', 'Ste 1200', 'New York, NY 10001']",New York,5.0,1,"{'latitude': 40.7472, 'longitude': -73.99084}",,Cn_6m0bBIJaXqkq9mTpC0g,"[{'alias': 'nonprofit', 'title': 'Community Service/Non-Profit'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.7472,-73.99084
Muve Media,"['36 Waverly Ave', 'Brooklyn, NY 11205']",Brooklyn,5.0,1,"{'latitude': 40.696788, 'longitude': -73.968833}",,6MRNz6_w9pZA6CwCBedRIQ,"[{'alias': 'recording_studios', 'title': 'Recording & Rehearsal Studios'}, {'alias': 'sessionphotography', 'title': 'Session Photography'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.696788,-73.968833
Giorgio Arcelli Fontana,"['New York, NY 10024']",New York,5.0,1,"{'latitude': 40.7867431640625, 'longitude': -73.97494506835938}",,fUmt_BPFaoS3JIj60ng0aA,"[{'alias': 'videographers', 'title': 'Videographers'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.7867431640625,-73.97494506835938
AbelCine,"['Industry City', '88 35th St, Fl 4', 'Brooklyn, NY 11232']",Brooklyn,3.5,9,"{'latitude': 40.6564111, 'longitude': -74.0067047}",4.0,2Ev_4sjG46eHWSZC9_BasA,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'photographystores', 'title': 'Photography Stores & Services'}, {'alias': 'hifi', 'title': 'High Fidelity Audio Equipment'}]",40.6564111,-74.0067047
Manhattan Neighborhood Network,"['537 W 59th St', 'New York, NY 10019']",New York,4.5,13,"{'latitude': 40.7713203430176, 'longitude': -73.9891662597656}",,97Qy8iSVpLCsfM-0llaJMw,"[{'alias': 'specialtyschools', 'title': 'Specialty Schools'}, {'alias': 'adultedu', 'title': 'Adult Education'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.7713203430176,-73.9891662597656
World Cinema Partners,"['204-04 Hillside Ave', 'Queens, NY 11423']",Queens,5.0,1,"{'latitude': 40.7202215, 'longitude': -73.7608172}",,hr-dzxYU5nD2wsZqzOBNUg,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.7202215,-73.7608172
Mida's Cave,"['424 W 49th St', 'New York, NY 10019']",New York,5.0,1,"{'latitude': 40.76315, 'longitude': -73.99068}",,VOTzoGTQ6-04l_FVS3SLRQ,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'sessionphotography', 'title': 'Session Photography'}, {'alias': 'eventphotography', 'title': 'Event Photography'}]",40.76315,-73.99068
Herculean,"['Brooklyn, NY 11201']",Brooklyn,5.0,2,"{'latitude': 40.6989049533054, 'longitude': -73.9901041883911}",,_-I7QsmfEDnUpplXPQt7RA,"[{'alias': 'advertising', 'title': 'Advertising'}, {'alias': 'web_design', 'title': 'Web Design'}, {'alias': 'marketing', 'title': 'Marketing'}]",40.6989049533054,-73.9901041883911
Smitten Chickens,"['2134 2nd Ave', 'Manhattan, NY 10029']",Manhattan,5.0,14,"{'latitude': 40.7930517, 'longitude': -73.9406454}",,1aZmjEQA5MSjoKHAqXGp5g,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'eventphotography', 'title': 'Event Photography'}, {'alias': 'sessionphotography', 'title': 'Session Photography'}]",40.7930517,-73.9406454
Lytehouse Studio,"['356 Devoe St', 'Brooklyn, NY 11211']",Brooklyn,5.0,1,"{'latitude': 40.71368, 'longitude': -73.9359377}",,GBoDcz2czrFZWB0Mik8DXA,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'artspacerentals', 'title': 'Art Space Rentals'}]",40.71368,-73.9359377
UT CINEMA  Film Production,"['7600 Shore Front Pkwy', 'Arverne, NY 11692']",Arverne,5.0,5,"{'latitude': 40.587629, 'longitude': -73.80298}",,Dr8gGZo8Fzcv52Fkc9HxEA,"[{'alias': 'videographers', 'title': 'Videographers'}, {'alias': 'photographers', 'title': 'Photographers'}]",40.587629,-73.80298
Guggenheim Productions,"['250 W 54th St', 'Ste 405', 'New York, NY 10019']",New York,5.0,1,"{'latitude': 40.7644043, 'longitude': -73.9837112}",,FIZA8ZXQyCnldEq4FebY0g,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.7644043,-73.9837112
Transfer City USA,"['77 Lincoln Ave', 'Staten Island, NY 10306']",Staten Island,5.0,4,"{'latitude': 40.580222, 'longitude': -74.109705}",2.0,s2jNO0Zz1NUNTct02ZntrA,"[{'alias': 'photographystores', 'title': 'Photography Stores & Services'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'datarecovery', 'title': 'Data Recovery'}]",40.580222,-74.109705
Contra Studios,"['122 W 26th St', 'New York, NY 10001']",New York,5.0,2,"{'latitude': 40.744998, 'longitude': -73.992588}",,nKKA-aEFbnHbfc_lTl1iyw,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'sessionphotography', 'title': 'Session Photography'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",40.744998,-73.992588
Apostrophe Three,"['115 E 23rd St', 'New York, NY 10010']",New York,5.0,2,"{'latitude': 40.7400208, 'longitude': -73.985527}",,qNw_YR0Mynt-7Ekl4B1SoQ,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.7400208,-73.985527
Gowanus Loft,"['61 9th St', 'Loft C8', 'Brooklyn, NY 11215']",Brooklyn,3.0,2,"{'latitude': 40.6737765661381, 'longitude': -73.9956182037049}",,Swu_nC8RonnjYvsPtKkjuQ,"[{'alias': 'theater', 'title': 'Performing Arts'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'galleries', 'title': 'Art Galleries'}]",40.6737765661381,-73.9956182037049
DuArt,"['245 W 55th St', 'New York, NY 10019']",New York,4.0,2,"{'latitude': 40.765316, 'longitude': -73.982986}",,i9tGqueiollrAOd5aa9pSw,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.765316,-73.982986
Video Data Services,"['406 Chestnut St', 'Union, NJ 07083']",Union,5.0,13,"{'latitude': 40.68066, 'longitude': -74.26877}",,I9n-Ey8LK6Zc6m8beyviCA,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.68066,-74.26877
Professional Sound Services,"['311 W 43rd St', 'Ste 1100', 'Manhattan, NY 10036']",Manhattan,1.0,1,"{'latitude': 40.7584496, 'longitude': -73.9899826}",,kNolL6khB1nhB6iGw6gXTg,"[{'alias': 'electronics', 'title': 'Electronics'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.7584496,-73.9899826
"Gotham Sound & Communications, Inc","['35-10 36th Ave', 'Second Fl', 'Long Island City, NY 11106']",Long Island City,4.0,4,"{'latitude': 40.7548453, 'longitude': -73.9264109}",,erdqr8grVdFtNKEEHOH_bQ,"[{'alias': 'electronics', 'title': 'Electronics'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.7548453,-73.9264109
Windmill Studios,"['300 Kingsland Ave', 'Brooklyn, NY 11222']",Brooklyn,5.0,1,"{'latitude': 40.72689, 'longitude': -73.94155}",,DAd3yv1L-jhTSSGfMzYglg,"[{'alias': 'artspacerentals', 'title': 'Art Space Rentals'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.72689,-73.94155
Acerbic Film and Entertainment,"['641 Lexington Ave', 'Manhattan, NY 10022']",Manhattan,2.5,5,"{'latitude': 40.7331163, 'longitude': -73.9913067}",,M2FRFbHRvU-QKBLN6ABE0w,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'photoboothrentals', 'title': 'Photo Booth Rentals'}]",40.7331163,-73.9913067
Classic Conversions,"['33 Yahara Ave', 'Rutherford, NJ 07070']",Rutherford,5.0,4,"{'latitude': 40.841141, 'longitude': -74.116282}",,4X6PYmveA86JOI1aDEHgbw,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.841141,-74.116282
Chris Fig Productions,"['610 W 42nd St', 'Ste 31E', 'New York, NY 10036']",New York,5.0,4,"{'latitude': 40.76097, 'longitude': -73.99906}",,cjPZRPIzCl3t3KXgDDxHag,"[{'alias': 'videographers', 'title': 'Videographers'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.76097,-73.99906
Freedom Film,"['444 Gregory Rd', 'Paramus, NJ 07652']",Paramus,5.0,11,"{'latitude': 40.9448021263531, 'longitude': -74.0746893391479}",,yUetxaXoy3dG8RXvDFRJug,"[{'alias': 'videographers', 'title': 'Videographers'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'eventphotography', 'title': 'Event Photography'}]",40.9448021263531,-74.0746893391479
Yellow Hook Productions,"['Brooklyn, NY 11220']",Brooklyn,5.0,6,"{'latitude': 40.64045, 'longitude': -74.0176}",,FBZnAXnqRmxGKROCzfefsw,"[{'alias': 'videographers', 'title': 'Videographers'}]",40.64045,-74.0176
Adiuvo Productions,"['95 Horatio St', 'New York, NY 10014']",New York,1.0,2,"{'latitude': 40.7984185256138, 'longitude': -73.961374341663}",,tX-kGQ_NzaUtRRpAKUOwtg,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.7984185256138,-73.961374341663
FOU Studios,"['3702 Astoria Blvd', 'Ste 303', 'Astoria, NY 11103']",Astoria,5.0,4,"{'latitude': 40.7690407153992, 'longitude': -73.9128690859833}",,70uAVhBbqyrEJXqfesZ1Og,"[{'alias': 'theater', 'title': 'Performing Arts'}, {'alias': 'educationservices', 'title': 'Educational Services'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.7690407153992,-73.9128690859833
Bond Street Studio,"['235 Bond St', 'Brooklyn, NY 11217']",Brooklyn,5.0,4,"{'latitude': 40.682204, 'longitude': -73.987889}",,3paYBSoVwPYjSgzQJiGV9g,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'photoboothrentals', 'title': 'Photo Booth Rentals'}, {'alias': 'sessionphotography', 'title': 'Session Photography'}]",40.682204,-73.987889
Gotham Films,"['1101 W Edgar Rd', 'Hangar 500', 'Linden, NJ 07036']",Linden,5.0,1,"{'latitude': 40.6141, 'longitude': -74.244516}",,Q06BYN9-R2TfHzLw38a5sA,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.6141,-74.244516
J&D Laboratories,"['Staten Island, NY 10312']",Staten Island,4.5,10,"{'latitude': 40.5464630126953, 'longitude': -74.1811981201172}",,9Q0bt1E5w93Mjx2FErJLQQ,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'editorialservices', 'title': 'Editorial Services'}, {'alias': 'digitizingservices', 'title': 'Digitizing Services'}]",40.5464630126953,-74.1811981201172
New York Wedding Films,"['447 Broadway', 'Fl 2', 'New York, NY 10013']",New York,5.0,4,"{'latitude': 40.7206058, 'longitude': -74.0014893}",,cH1NNj-XAnWe26omf-UZfg,"[{'alias': 'videographers', 'title': 'Videographers'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.7206058,-74.0014893
Cameron Toy Recording & Production,"['353 Ten Eyck St', 'Brooklyn, NY 11206']",Brooklyn,5.0,3,"{'latitude': 40.711827725172, 'longitude': -73.9354415237904}",,svq3PWL3439bhCc5gci1gg,"[{'alias': 'musicproduction', 'title': 'Music Production Services'}]",40.711827725172,-73.9354415237904
MassiveMedia,"['34 W 27th St', 'Fl 6', 'New York, NY 10001']",New York,5.0,3,"{'latitude': 40.7448597, 'longitude': -73.9901162}",,l1-TIz89K9HFqR0DcH-uSA,"[{'alias': 'marketing', 'title': 'Marketing'}, {'alias': 'advertising', 'title': 'Advertising'}, {'alias': 'publicrelations', 'title': 'Public Relations'}]",40.7448597,-73.9901162
Showreels NYC,"['1412 Broadway St', 'New York, NY 10024']",New York,5.0,13,"{'latitude': 40.75373, 'longitude': -73.98685}",,2_sM65iFPpQ0QEWl8KizgA,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'videographers', 'title': 'Videographers'}, {'alias': 'sessionphotography', 'title': 'Session Photography'}]",40.75373,-73.98685
Suburbanite Productions,"['10 Five Acre Dr', 'Edison, NJ 08820']",Edison,5.0,1,"{'latitude': 40.594634, 'longitude': -74.381367}",,GhOPop8rLR8LIdDg3RyyJA,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.594634,-74.381367
Production Central,"['873 Broadway', 'Ste 205', 'New York, NY 10003']",New York,4.5,5,"{'latitude': 40.738155, 'longitude': -73.990417}",,JdeJZMPJXiYM2oJWjPKwMQ,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'videographers', 'title': 'Videographers'}]",40.738155,-73.990417
Schnitzel Studios,"['Ridgewood, NY 11385']",Ridgewood,5.0,1,"{'latitude': 40.700740814209, 'longitude': -73.8950881958008}",,CzPQI6qVTnBVp-nuhtIc2Q,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'sessionphotography', 'title': 'Session Photography'}, {'alias': 'eventphotography', 'title': 'Event Photography'}]",40.700740814209,-73.8950881958008
Michael King - Wedding Photographer by ARTLOOK,"['260 65th St', 'Brooklyn, NY 10019']",Brooklyn,5.0,14,"{'latitude': 40.639374, 'longitude': -74.024275}",,D0QinL9knUBm4Fs8FcwCcA,"[{'alias': 'videographers', 'title': 'Videographers'}, {'alias': 'eventphotography', 'title': 'Event Photography'}]",40.639374,-74.024275
Creative Capsule Films,"['641 Lexington Ave', 'Fl 15', 'New York, NY 10022']",New York,5.0,1,"{'latitude': 40.7589, 'longitude': -73.96976}",,NjzF_KX_1bKU-EKKmuFXCg,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'advertising', 'title': 'Advertising'}, {'alias': 'videographers', 'title': 'Videographers'}]",40.7589,-73.96976
SineMax Films,"['New York, NY 10001']",New York,5.0,5,"{'latitude': 40.7492790222168, 'longitude': -73.9925918579102}",,_DBA0qFV8jlGilwpmsQJYA,"[{'alias': 'videographers', 'title': 'Videographers'}]",40.7492790222168,-73.9925918579102
360 Sound & Vision,"['330 7th Ave', 'New York, NY 10001']",New York,1.0,1,"{'latitude': 40.7477397, 'longitude': -73.9933739}",,phBGfDXgCvmZAtSYvo6A4Q,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.7477397,-73.9933739
Bret Josephs Photography & Videography,"['30 E End Ave', 'Ste 5D', 'New York, NY 10028']",New York,4.5,29,"{'latitude': 40.77162, 'longitude': -73.94743}",,TpRUESgVkc7GEtqlD5X8yA,"[{'alias': 'videographers', 'title': 'Videographers'}, {'alias': 'photographers', 'title': 'Photographers'}]",40.77162,-73.94743
Dreams Animation,"['32-72 Steinway St', 'Ste 2L', 'Astoria, NY 11103']",Astoria,4.5,11,"{'latitude': 40.7572887, 'longitude': -73.9205807}",,IzOUkJV7lWLfHC5W312DgQ,"[{'alias': 'web_design', 'title': 'Web Design'}, {'alias': 'graphicdesign', 'title': 'Graphic Design'}, {'alias': 'marketing', 'title': 'Marketing'}]",40.7572887,-73.9205807
Brooklyn Wedding Videography,"['455 Pulaski St', 'Brooklyn, NY 11221']",Brooklyn,5.0,5,"{'latitude': 40.694338, 'longitude': -73.9321226}",,D84mzLQMDkSA93VeJLUhKw,"[{'alias': 'videographers', 'title': 'Videographers'}]",40.694338,-73.9321226
Colorwerx,"['47-00 Northern Blvd', 'Long Island City, NY 11101']",Long Island City,4.5,12,"{'latitude': 40.7532988, 'longitude': -73.915655}",,D5l7pGZzSogF3PgTgfz72Q,"[{'alias': 'screen_printing_tshirt_printing', 'title': 'Screen Printing/T-Shirt Printing'}, {'alias': 'web_design', 'title': 'Web Design'}, {'alias': 'advertising', 'title': 'Advertising'}]",40.7532988,-73.915655
Chemistry Creative,"['305 Ten Eyck St', 'Brooklyn, NY 11206']",Brooklyn,5.0,2,"{'latitude': 40.71166, 'longitude': -73.93671}",,E3eoQWgiQyDi4yV6dfS8FA,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'photographers', 'title': 'Photographers'}, {'alias': 'artspacerentals', 'title': 'Art Space Rentals'}]",40.71166,-73.93671
James Jeon Films,"['Edison, NJ 08817']",Edison,5.0,7,"{'latitude': 40.5054763, 'longitude': -74.3939339}",,3AZiWvcZYPPgLtesJKrKzQ,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.5054763,-74.3939339
Kelly's Creative,"['105 Chestnut St', 'Cranford, NJ 07016']",Cranford,5.0,1,"{'latitude': 40.654169, 'longitude': -74.301901}",,bqjY3wuxBXOyIjTgSnXm_Q,"[{'alias': 'musicproduction', 'title': 'Music Production Services'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.654169,-74.301901
Mint Wedding Cinematography,"['1404 Pacific St', 'Brooklyn, NY 11216']",Brooklyn,5.0,13,"{'latitude': 40.67707, 'longitude': -73.943771}",,kB_O_z9699rX6bd3gS6KZg,"[{'alias': 'videographers', 'title': 'Videographers'}, {'alias': 'photographers', 'title': 'Photographers'}]",40.67707,-73.943771
Joseph Edwards Films,"['116 W 23rd St', 'Fl 5', 'New York, NY 10011']",New York,5.0,5,"{'latitude': 40.7430694, 'longitude': -73.9935768}",,zBZZk50UxemzRWjaGtUqrQ,"[{'alias': 'videographers', 'title': 'Videographers'}]",40.7430694,-73.9935768
Absolute Motion Video Production,"['Mahopac, NY 10541']",Mahopac,5.0,4,"{'latitude': 41.3734855651855, 'longitude': -73.7295608520508}",,FsQ0wUL183XvrzZtaxrQpg,"[{'alias': 'videofilmproductions', 'title': 'Video/Film Production'}, {'alias': 'marketing', 'title': 'Marketing'}, {'alias': 'videographers', 'title': 'Videographers'}]",41.3734855651855,-73.7295608520508
Angela Cappetta Photography,"['New York, NY 10003']",New York,5.0,21,"{'latitude': 40.732, 'longitude': -73.98884}",,G-gCkPQsnAtgRTTGyf_ugA,"[{'alias': 'eventphotography', 'title': 'Event Photography'}, {'alias': 'sessionphotography', 'title': 'Session Photography'}, {'alias': 'videographers', 'title': 'Videographers'}]",40.732,-73.98884
Long Island Models & Talent,"['780 Long Beach Blvd', 'Long Beach, NY 11561']",Long Beach,5.0,8,"{'latitude': 40.5934073, 'longitude': -73.6563343}",,6dQWVKpwo8eKgfgde4Eg2g,"[{'alias': 'talentagencies', 'title': 'Talent Agencies'}, {'alias': 'advertising', 'title': 'Advertising'}, {'alias': 'videofilmproductions', 'title': 'Video/Film Production'}]",40.5934073,-73.6563343
Shooting Stars Pro,"['374 S 2nd St', 'Ste 7', 'Brooklyn, NY 11211']",Brooklyn,5.0,15,"{'latitude': 40.7098016203158, 'longitude': -73.9527393650513}",,i2Lerj3WNSPUHI13w3ZuBw,"[{'alias': 'sessionphotography', 'title': 'Session Photography'}, {'alias': 'eventphotography', 'title': 'Event Photography'}, {'alias': 'videographers', 'title': 'Videographers'}]",40.7098016203158,-73.9527393650513
Lush Life Film,"['4 Peter Cooper Rd', 'Apt Ma', 'New York, NY 10010']",New York,5.0,3,"{'latitude': 40.734795, 'longitude': -73.9768509}",,vLn3pzyD1ZqqacGlkBIBbg,"[{'alias': 'videographers', 'title': 'Videographers'}, {'alias': 'photographers', 'title': 'Photographers'}]",40.734795,-73.9768509
